FarmID ,  ParcelID  , Lat        , Lon         , Farm Name               ,  Amount  ,  Weight  ,  Muscle  ,    Fat   ,Features , Front   ,    Leg   ,  Wool , Total
1670941 , 167094    , 64.28193414,  -20.2230712, Gýgjarhólskot 1         ,    127   ,    46.6  ,   31.5   ,    2.1   ,   4.1   ,  8.5    ,    17.7  ,  7.8  ,  34.0
1667191 , 166719    ,  64.1231059, -20.48083409, Auðsholt 4              ,    129   ,    38.6  ,   30.9   ,    2.7   ,   4.2   ,  8.5    ,    17.5  ,  7.9  ,  33.9
1670731 , 167073    , 64.16277132, -20.38386981, Bræðratunga             ,     82   ,    48.7  ,   30.2   ,    3.2   ,   4.0   ,  8.6    ,    17.7  ,  8.1  ,  34.4
1662281 , 166228    , 63.97883807, -20.76046827, Brúnastaðir 1           ,     90   ,    39.1  ,   30.1   ,    2.1   ,   4.3   ,  8.5    ,    17.8  ,  7.7  ,  34.0
2015551 , 201555    , 64.09970714, -20.77898506, Björk 2                 ,     91   ,    41.7  ,   29.7   ,    2.1   ,   4.0   ,  8.5    ,    17.5  ,  7.8  ,  33.8
1663501 , 166350    , 63.92035507, -20.79560065, Hurðarbak               ,     63   ,    41.4  ,   29.6   ,    2.1   ,   4.0   ,  8.5    ,    17.4  ,  7.7  ,  33.5
1654841 , 165484    , 63.83957387, -20.82076905, Hamar 1 og 2            ,     51   ,    40.4  ,   29.6   ,    3.9   ,   4.3   ,  8.5    ,    17.4  ,  7.9  ,  33.7
1667671 , 166767    , 64.06881754, -20.33015784, Hrepphólar              ,     74   ,    42.3  ,   29.5   ,    1.6   ,   3.8   ,  8.5    ,    17.4  ,  7.8  ,  33.6
1668432 , 166843    , 64.14785974, -20.22873628, Þverspyrna              ,     61   ,    41.4  ,   29.4   ,    2.5   ,   4.3   ,  8.6    ,    17.5  ,  7.9  ,  34.0
1676221 , 167622    , 64.19331817, -20.64376115, Austurey 1              ,     60   ,    38.2  ,   29.1   ,    2.0   ,   4.0   ,  8.7    ,    17.5  ,  7.8  ,  34.0
1671101 , 167110    , 64.25037277,  -20.3304434, Hjarðarland             ,     75   ,    41.8  ,   28.7   ,    2.7   ,   4.1   ,  8.5    ,    17.4  ,  7.7  ,  33.5
2147941 , 214794    ,  64.2757673, -20.39753838, Austurhlíð II           ,     69   ,    40.5  ,   28.7   ,    2.9   ,   4.0   ,  8.4    ,    17.3  ,  7.7  ,  33.4
1667161 , 166716    , 64.12101745, -20.47792029, Auðsholt 1              ,     52   ,    39.8  ,   28.7   ,    3.1   ,   4.2   ,  8.4    ,    17.2  ,  7.9  ,  33.5
1665571 , 166557    , 64.06249335, -20.28495896, Háholt                  ,     68   ,    34.3  ,   28.5   ,    1.4   ,   3.7   ,  8.4    ,    17.3  ,  7.8  ,  33.5
1662681 , 166268    , 63.98461718, -20.81248722, Oddgeirshólar 1         ,    116   ,    39.7  ,   28.2   ,    2.1   ,   4.1   ,  8.5    ,    17.6  ,  7.9  ,  33.9
1667631 , 166763    , 64.13129731,  -20.3563539, Hrafnkelsstaðir 1       ,     75   ,    40.5  ,   28.0   ,    1.6   ,   4.1   ,  8.4    ,    17.5  ,  7.8  ,  33.8bn
